target,actual,predicted
education,Some college but no degree,High school graduate
education,Children,11th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,Children
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,High school graduate,11th grade
education,7th and 8th grade,11th grade
education,Bachelors degree(BA AB BS),High school graduate
education,7th and 8th grade,7th and 8th grade
education,Children,Doctorate degree(PhD EdD)
education,High school graduate,High school graduate
education,Less than 1st grade,11th grade
education,11th grade,11th grade
education,9th grade,5th or 6th grade
education,9th grade,11th grade
education,11th grade,Children
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Associates degree-occup /vocational,Some college but no degree
education,Children,9th grade
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,11th grade
education,9th grade,High school graduate
education,High school graduate,Some college but no degree
education,Some college but no degree,10th grade
education,Some college but no degree,High school graduate
education,Doctorate degree(PhD EdD),Bachelors degree(BA AB BS)
education,11th grade,High school graduate
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),11th grade
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Some college but no degree,11th grade
education,High school graduate,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),Bachelors degree(BA AB BS)
education,Associates degree-academic program,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),High school graduate
education,10th grade,High school graduate
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,Children,7th and 8th grade
education,1st 2nd 3rd or 4th grade,Bachelors degree(BA AB BS)
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,Children
education,High school graduate,Bachelors degree(BA AB BS)
education,Children,7th and 8th grade
education,Some college but no degree,High school graduate
education,Some college but no degree,Some college but no degree
education,10th grade,10th grade
education,Associates degree-occup /vocational,Bachelors degree(BA AB BS)
education,Some college but no degree,Some college but no degree
education,7th and 8th grade,High school graduate
education,Less than 1st grade,Some college but no degree
education,Some college but no degree,11th grade
education,11th grade,5th or 6th grade
education,High school graduate,Doctorate degree(PhD EdD)
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,5th or 6th grade
education,7th and 8th grade,High school graduate
education,Associates degree-academic program,High school graduate
education,11th grade,Children
education,Some college but no degree,11th grade
education,12th grade no diploma,11th grade
education,Some college but no degree,Bachelors degree(BA AB BS)
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,12th grade no diploma,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,10th grade,High school graduate
education,5th or 6th grade,High school graduate
education,Some college but no degree,Some college but no degree
education,Children,5th or 6th grade
education,High school graduate,Children
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Less than 1st grade,Children
education,11th grade,High school graduate
education,Some college but no degree,Some college but no degree
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Associates degree-academic program,Some college but no degree
education,High school graduate,7th and 8th grade
education,High school graduate,Some college but no degree
education,Some college but no degree,5th or 6th grade
education,1st 2nd 3rd or 4th grade,11th grade
education,9th grade,High school graduate
education,1st 2nd 3rd or 4th grade,5th or 6th grade
