target,actual,predicted
capitallosses,capitallosses-81.6000000000001<=i<24.8,capitallosses1408<=i<1514.4
capitallosses,capitallosses-81.6000000000001<=i<24.8,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses-81.6000000000001<=i<24.8,capitallosses1408<=i<1514.4
capitallosses,capitallosses-81.6000000000001<=i<24.8,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses1514.4<=i<1620.8,capitallosses1301.6<=i<1408
capitallosses,capitallosses2578.4<=i<2684.8,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses1940<=i<2046.4,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1514.4<=i<1620.8,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses2365.6<=i<2472,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1727.2<=i<1833.6,capitallosses2365.6<=i<2472
capitallosses,capitallosses2259.2<=i<2365.6,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses131.2<=i<237.6,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses2152.8<=i<2259.2,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses3748.8<=i<3855.2,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses4280.8<=i<4387.2,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses2365.6<=i<2472,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1620.8<=i<1727.2,capitallosses2472<=i<2578.4
capitallosses,capitallosses1514.4<=i<1620.8,capitallosses2472<=i<2578.4
capitallosses,capitallosses1301.6<=i<1408,capitallosses1408<=i<1514.4
capitallosses,capitallosses1833.6<=i<1940,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses3110.4<=i<3216.8,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses1620.8<=i<1727.2,capitallosses2365.6<=i<2472
capitallosses,capitallosses1940<=i<2046.4,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses2791.2<=i<2897.6,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses1833.6<=i<1940,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses1408<=i<1514.4,capitallosses2365.6<=i<2472
capitallosses,capitallosses1727.2<=i<1833.6,capitallosses1408<=i<1514.4
capitallosses,capitallosses2152.8<=i<2259.2,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1620.8<=i<1727.2,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses876<=i<982.4,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1088.8<=i<1195.2,capitallosses2365.6<=i<2472
capitallosses,capitallosses1833.6<=i<1940,capitallosses2472<=i<2578.4
capitallosses,capitallosses1514.4<=i<1620.8,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses1195.2<=i<1301.6,capitallosses2472<=i<2578.4
capitallosses,capitallosses2152.8<=i<2259.2,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses237.6<=i<344,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses1727.2<=i<1833.6,capitallosses1301.6<=i<1408
capitallosses,capitallosses1408<=i<1514.4,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses982.4<=i<1088.8,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses3855.2<=i<3961.6,capitallosses1088.8<=i<1195.2
capitallosses,capitallosses2365.6<=i<2472,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses1940<=i<2046.4,capitallosses1408<=i<1514.4
capitallosses,capitallosses344<=i<450.4,capitallosses1408<=i<1514.4
capitallosses,capitallosses1301.6<=i<1408,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses2684.8<=i<2791.2,capitallosses1408<=i<1514.4
capitallosses,capitallosses3429.6<=i<3536,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses2259.2<=i<2365.6,capitallosses1727.2<=i<1833.6
capitallosses,capitallosses769.6<=i<876,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1727.2<=i<1833.6,capitallosses2472<=i<2578.4
capitallosses,capitallosses2472<=i<2578.4,capitallosses1195.2<=i<1301.6
capitallosses,capitallosses1833.6<=i<1940,capitallosses1408<=i<1514.4
capitallosses,capitallosses2684.8<=i<2791.2,capitallosses1088.8<=i<1195.2
