target,actual,predicted
education,Children,Children
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,10th grade,5th or 6th grade
education,High school graduate,High school graduate
education,High school graduate,1st 2nd 3rd or 4th grade
education,Children,Children
education,Children,Children
education,7th and 8th grade,5th or 6th grade
education,7th and 8th grade,10th grade
education,Children,Children
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,11th grade,High school graduate
education,11th grade,7th and 8th grade
education,9th grade,High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,High school graduate,Some college but no degree
education,Some college but no degree,Some college but no degree
education,9th grade,7th and 8th grade
education,11th grade,10th grade
education,Some college but no degree,5th or 6th grade
education,High school graduate,1st 2nd 3rd or 4th grade
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,5th or 6th grade
education,11th grade,11th grade
education,12th grade no diploma,High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Some college but no degree
education,7th and 8th grade,10th grade
education,Associates degree-occup /vocational,High school graduate
education,Children,Children
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,High school graduate
education,Some college but no degree,Some college but no degree
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,7th and 8th grade
education,High school graduate,High school graduate
education,Children,Children
education,10th grade,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,Some college but no degree,Children
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,7th and 8th grade,10th grade
education,11th grade,10th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,High school graduate,Some college but no degree
education,7th and 8th grade,7th and 8th grade
education,11th grade,9th grade
education,Children,Children
education,10th grade,7th and 8th grade
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,7th and 8th grade
education,High school graduate,High school graduate
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,10th grade
education,Associates degree-academic program,High school graduate
education,High school graduate,7th and 8th grade
education,Masters degree(MA MS MEng MEd MSW MBA),7th and 8th grade
education,Associates degree-occup /vocational,High school graduate
education,Some college but no degree,High school graduate
education,9th grade,10th grade
education,10th grade,10th grade
education,Some college but no degree,12th grade no diploma
education,11th grade,7th and 8th grade
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,9th grade,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),1st 2nd 3rd or 4th grade
education,High school graduate,5th or 6th grade
education,11th grade,5th or 6th grade
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Associates degree-academic program,High school graduate
education,12th grade no diploma,10th grade
education,Bachelors degree(BA AB BS),High school graduate
education,9th grade,Children
education,Some college but no degree,High school graduate
education,10th grade,Some college but no degree
education,5th or 6th grade,10th grade
education,11th grade,5th or 6th grade
education,7th and 8th grade,High school graduate
education,High school graduate,High school graduate
education,Less than 1st grade,7th and 8th grade
education,Associates degree-academic program,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),7th and 8th grade
education,9th grade,High school graduate
education,9th grade,7th and 8th grade
education,Children,Children
education,High school graduate,Some college but no degree
education,Some college but no degree,7th and 8th grade
education,High school graduate,5th or 6th grade
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,Some college but no degree
education,9th grade,Children
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,High school graduate
education,9th grade,7th and 8th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,11th grade,High school graduate
education,Some college but no degree,Some college but no degree
education,High school graduate,Some college but no degree
education,High school graduate,5th or 6th grade
education,9th grade,High school graduate
education,Some college but no degree,High school graduate
education,Children,Children
education,Some college but no degree,High school graduate
education,10th grade,7th and 8th grade
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,Children,Children
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,High school graduate
education,10th grade,7th and 8th grade
education,High school graduate,High school graduate
education,9th grade,7th and 8th grade
education,High school graduate,7th and 8th grade
education,10th grade,High school graduate
education,Children,Children
education,High school graduate,High school graduate
education,Children,5th or 6th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,High school graduate,Prof school degree (MD DDS DVM LLB JD)
education,11th grade,High school graduate
education,11th grade,High school graduate
education,7th and 8th grade,10th grade
education,7th and 8th grade,10th grade
education,Some college but no degree,Some college but no degree
education,High school graduate,Some college but no degree
education,High school graduate,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),7th and 8th grade
education,High school graduate,Some college but no degree
education,10th grade,1st 2nd 3rd or 4th grade
education,10th grade,Children
education,Less than 1st grade,5th or 6th grade
education,9th grade,7th and 8th grade
education,11th grade,Some college but no degree
education,11th grade,High school graduate
education,High school graduate,Some college but no degree
education,10th grade,Some college but no degree
