target,actual,predicted
education,Bachelors degree(BA AB BS),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,11th grade
education,Children,Children
education,Children,Children
education,High school graduate,5th or 6th grade
education,High school graduate,11th grade
education,Children,Children
education,High school graduate,High school graduate
education,Associates degree-academic program,High school graduate
education,7th and 8th grade,11th grade
education,7th and 8th grade,Children
education,Children,Children
education,Less than 1st grade,11th grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,High school graduate
education,1st 2nd 3rd or 4th grade,12th grade no diploma
education,High school graduate,High school graduate
education,Associates degree-academic program,High school graduate
education,10th grade,10th grade
education,High school graduate,5th or 6th grade
education,Associates degree-occup /vocational,Some college but no degree
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,High school graduate,5th or 6th grade
education,High school graduate,High school graduate
education,1st 2nd 3rd or 4th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Associates degree-academic program
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,11th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,Children,Children
education,Children,Children
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,7th and 8th grade,5th or 6th grade
education,High school graduate,High school graduate
education,Children,Children
education,Children,9th grade
education,10th grade,9th grade
education,9th grade,7th and 8th grade
education,9th grade,9th grade
education,High school graduate,High school graduate
education,Some college but no degree,5th or 6th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,Doctorate degree(PhD EdD)
education,High school graduate,High school graduate
education,Associates degree-academic program,High school graduate
education,11th grade,1st 2nd 3rd or 4th grade
education,11th grade,10th grade
