target,actual,predicted
hispanicorigin,Do not know,Mexican-American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Cuban,Cuban
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,Mexican-American,Do not know
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,Puerto Rican,Other Spanish
hispanicorigin,Puerto Rican,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Cuban,Other Spanish
hispanicorigin,All other,All other
hispanicorigin,Do not know,Other Spanish
hispanicorigin,Other Spanish,Other Spanish
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Mexican-American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican-American,Chicano
hispanicorigin,Cuban,Cuban
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Other Spanish
hispanicorigin,All other,Mexican (Mexicano)
hispanicorigin,All other,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,Mexican-American
hispanicorigin,Other Spanish,Mexican-American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,Do not know
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Mexican-American,Do not know
hispanicorigin,All other,Mexican-American
hispanicorigin,Cuban,Cuban
hispanicorigin,All other,Mexican-American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,Do not know
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Do not know
hispanicorigin,Puerto Rican,Puerto Rican
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Chicano,Other Spanish
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Mexican-American
hispanicorigin,Puerto Rican,Do not know
hispanicorigin,All other,Mexican-American
hispanicorigin,Other Spanish,Other Spanish
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Do not know
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Chicano
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,Other Spanish
hispanicorigin,Puerto Rican,Puerto Rican
hispanicorigin,All other,Do not know
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican-American,Mexican (Mexicano)
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Mexican-American,Mexican (Mexicano)
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,Chicano
hispanicorigin,Other Spanish,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,Chicano
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,Do not know
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),All other
hispanicorigin,Cuban,Cuban
hispanicorigin,All other,All other
hispanicorigin,All other,Chicano
hispanicorigin,Mexican-American,Chicano
hispanicorigin,Chicano,Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Puerto Rican,Do not know
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Chicano
hispanicorigin,Mexican-American,Mexican-American
hispanicorigin,All other,Other Spanish
hispanicorigin,Mexican-American,Chicano
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Other Spanish,Mexican-American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Puerto Rican,Puerto Rican
hispanicorigin,Other Spanish,Puerto Rican
hispanicorigin,Mexican-American,Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Cuban,Mexican-American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,Mexican-American,Mexican (Mexicano)
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Do not know
hispanicorigin,Central or South American,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Chicano,Central or South American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,Puerto Rican
hispanicorigin,Other Spanish,Do not know
hispanicorigin,Puerto Rican,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Mexican-American,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,Other Spanish,Puerto Rican
hispanicorigin,All other,Puerto Rican
hispanicorigin,Mexican-American,Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,Do not know,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Cuban
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,Central or South American
hispanicorigin,Central or South American,Other Spanish
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,All other,Do not know
hispanicorigin,All other,All other
hispanicorigin,Chicano,Mexican-American
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Mexican (Mexicano),Central or South American
hispanicorigin,All other,Chicano
hispanicorigin,Central or South American,Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,Other Spanish,Central or South American
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,Mexican-American
hispanicorigin,Mexican (Mexicano),Chicano
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Puerto Rican,Puerto Rican
hispanicorigin,Mexican-American,All other
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Puerto Rican,Do not know
hispanicorigin,Mexican-American,Central or South American
hispanicorigin,All other,All other
hispanicorigin,Mexican-American,Chicano
hispanicorigin,All other,All other
hispanicorigin,All other,Central or South American
hispanicorigin,Cuban,Mexican-American
hispanicorigin,Cuban,All other
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,All other,Puerto Rican
hispanicorigin,Mexican (Mexicano),Mexican-American
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,All other,Mexican-American
hispanicorigin,Other Spanish,All other
hispanicorigin,Mexican (Mexicano),All other
hispanicorigin,All other,All other
hispanicorigin,All other,Other Spanish
hispanicorigin,Puerto Rican,Other Spanish
hispanicorigin,All other,All other
hispanicorigin,Other Spanish,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,Mexican (Mexicano),Do not know
hispanicorigin,All other,All other
hispanicorigin,Central or South American,Central or South American
hispanicorigin,Other Spanish,Central or South American
hispanicorigin,Mexican (Mexicano),Mexican (Mexicano)
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Cuban,Do not know
hispanicorigin,Puerto Rican,Do not know
hispanicorigin,Mexican (Mexicano),Do not know
hispanicorigin,All other,All other
hispanicorigin,All other,All other
hispanicorigin,Puerto Rican,All other
hispanicorigin,Puerto Rican,Puerto Rican
hispanicorigin,Puerto Rican,Do not know
hispanicorigin,All other,All other
