target,actual,predicted
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,5th or 6th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,Some college but no degree,Some college but no degree
education,High school graduate,Some college but no degree
education,High school graduate,Less than 1st grade
education,Associates degree-academic program,Some college but no degree
education,7th and 8th grade,Some college but no degree
education,7th and 8th grade,Less than 1st grade
education,5th or 6th grade,Bachelors degree(BA AB BS)
education,11th grade,Some college but no degree
education,Bachelors degree(BA AB BS),12th grade no diploma
education,11th grade,Some college but no degree
education,Bachelors degree(BA AB BS),Some college but no degree
education,10th grade,10th grade
education,9th grade,Some college but no degree
education,Associates degree-occup /vocational,Some college but no degree
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,5th or 6th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,Some college but no degree
education,1st 2nd 3rd or 4th grade,12th grade no diploma
education,High school graduate,9th grade
education,9th grade,Some college but no degree
education,High school graduate,5th or 6th grade
education,Some college but no degree,Some college but no degree
education,5th or 6th grade,Some college but no degree
education,10th grade,11th grade
education,11th grade,10th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,7th and 8th grade,10th grade
education,High school graduate,12th grade no diploma
education,Bachelors degree(BA AB BS),9th grade
education,11th grade,Some college but no degree
education,9th grade,11th grade
education,Some college but no degree,Some college but no degree
education,Associates degree-academic program,Some college but no degree
education,11th grade,11th grade
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,7th and 8th grade
education,High school graduate,7th and 8th grade
education,Children,Less than 1st grade
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Associates degree-academic program,Some college but no degree
education,High school graduate,10th grade
education,Associates degree-academic program,Some college but no degree
education,7th and 8th grade,Some college but no degree
education,10th grade,12th grade no diploma
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Associates degree-occup /vocational,Some college but no degree
education,11th grade,Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,High school graduate,Some college but no degree
education,11th grade,Bachelors degree(BA AB BS)
education,9th grade,12th grade no diploma
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,Some college but no degree,Some college but no degree
education,Doctorate degree(PhD EdD),11th grade
education,Some college but no degree,Some college but no degree
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,Associates degree-occup /vocational,Less than 1st grade
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,Bachelors degree(BA AB BS)
education,Some college but no degree,11th grade
education,Bachelors degree(BA AB BS),5th or 6th grade
education,10th grade,11th grade
education,12th grade no diploma,Some college but no degree
education,11th grade,10th grade
education,7th and 8th grade,10th grade
education,Some college but no degree,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,Prof school degree (MD DDS DVM LLB JD),Some college but no degree
education,High school graduate,1st 2nd 3rd or 4th grade
education,7th and 8th grade,Some college but no degree
education,10th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Some college but no degree
education,Associates degree-occup /vocational,10th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,Some college but no degree
education,10th grade,9th grade
education,Doctorate degree(PhD EdD),Some college but no degree
education,1st 2nd 3rd or 4th grade,Less than 1st grade
education,11th grade,Less than 1st grade
education,Bachelors degree(BA AB BS),Less than 1st grade
education,Associates degree-occup /vocational,5th or 6th grade
education,5th or 6th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,1st 2nd 3rd or 4th grade,11th grade
education,Doctorate degree(PhD EdD),5th or 6th grade
education,9th grade,Less than 1st grade
education,Masters degree(MA MS MEng MEd MSW MBA),9th grade
education,Bachelors degree(BA AB BS),5th or 6th grade
education,5th or 6th grade,Less than 1st grade
education,Children,Bachelors degree(BA AB BS)
education,10th grade,10th grade
education,5th or 6th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,5th or 6th grade
education,11th grade,11th grade
education,Some college but no degree,10th grade
education,11th grade,High school graduate
