target,actual,predicted
race,White,Black
race,White,White
race,Asian or Pacific Islander,Black
race,White,White
race,White,White
race,White,White
race,White,White
race,White,White
race,White,White
race,White,White
race,Other,White
race,White,White
race,White,Asian or Pacific Islander
race,Asian or Pacific Islander,Black
race,Asian or Pacific Islander,Asian or Pacific Islander
race,White,White
race,White,White
race,White,White
race,White,White
race,White,Amer Indian Aleut or Eskimo
race,White,White
race,Other,White
race,White,White
race,Black,White
race,White,Black
race,White,White
race,White,White
race,White,Black
race,White,White
race,White,White
race,Asian or Pacific Islander,Black
race,Black,White
race,White,White
race,White,White
race,White,White
race,White,White
race,Black,White
race,White,Other
race,Asian or Pacific Islander,Black
race,White,White
race,Black,Black
race,White,White
race,White,White
race,Other,White
race,White,White
race,White,Black
race,Other,White
race,White,White
race,Black,Black
race,White,White
race,Asian or Pacific Islander,Black
race,White,White
race,White,White
race,White,White
race,White,White
race,Other,White
race,White,White
race,White,White
race,Other,Other
race,Other,White
race,Black,Asian or Pacific Islander
race,White,White
race,Asian or Pacific Islander,White
race,Other,White
race,White,Black
race,White,White
race,White,White
race,Black,White
race,White,White
race,Other,White
race,White,White
race,Other,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Other,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Other,White
race,Amer Indian Aleut or Eskimo,Amer Indian Aleut or Eskimo
race,Black,White
race,Other,White
race,Other,White
race,White,Black
race,White,White
race,White,White
race,Black,White
race,Asian or Pacific Islander,White
race,Black,Black
race,White,White
race,White,White
race,Other,White
race,Black,White
race,White,White
race,White,White
race,White,Asian or Pacific Islander
race,White,White
race,Black,White
race,White,White
race,White,White
race,Asian or Pacific Islander,White
race,White,White
race,White,White
race,Asian or Pacific Islander,White
race,White,White
race,White,White
race,White,Black
race,White,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,White,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Other,White
race,Other,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Asian or Pacific Islander,Other
race,Black,White
race,White,Black
race,Asian or Pacific Islander,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Asian or Pacific Islander,White
race,Other,White
race,White,White
race,White,White
race,Other,White
race,Other,White
race,Black,White
race,White,Amer Indian Aleut or Eskimo
race,White,White
race,White,White
race,Other,White
race,White,White
race,Black,White
race,White,White
race,White,White
race,Asian or Pacific Islander,White
race,White,White
race,White,White
race,White,White
race,Other,Black
race,White,White
race,Black,Black
race,Black,Other
race,Asian or Pacific Islander,Asian or Pacific Islander
race,Other,White
race,White,White
race,White,White
race,Black,White
race,White,White
race,White,Asian or Pacific Islander
race,Other,Asian or Pacific Islander
race,White,Asian or Pacific Islander
race,Amer Indian Aleut or Eskimo,White
race,Black,White
race,Black,Black
race,Black,White
race,White,White
race,Amer Indian Aleut or Eskimo,White
race,Other,Amer Indian Aleut or Eskimo
race,Other,White
race,White,White
race,Other,White
race,Asian or Pacific Islander,White
race,Asian or Pacific Islander,White
race,Amer Indian Aleut or Eskimo,White
race,Black,White
race,White,White
race,Asian or Pacific Islander,Other
race,White,White
race,White,White
race,White,White
race,White,White
race,White,White
race,White,White
