target,actual,predicted
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,5th or 6th grade
education,High school graduate,High school graduate
education,Children,5th or 6th grade
education,High school graduate,High school graduate
education,Children,5th or 6th grade
education,Bachelors degree(BA AB BS),High school graduate
education,7th and 8th grade,7th and 8th grade
education,5th or 6th grade,High school graduate
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,High school graduate
education,9th grade,5th or 6th grade
education,1st 2nd 3rd or 4th grade,Less than 1st grade
education,9th grade,High school graduate
education,11th grade,10th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Some college but no degree,High school graduate
education,Doctorate degree(PhD EdD),High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,7th and 8th grade,5th or 6th grade
education,11th grade,11th grade
education,High school graduate,Some college but no degree
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Less than 1st grade
education,7th and 8th grade,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,High school graduate
education,High school graduate,High school graduate
education,10th grade,11th grade
education,11th grade,11th grade
education,High school graduate,Some college but no degree
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,10th grade,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,7th and 8th grade,12th grade no diploma
education,Children,7th and 8th grade
education,7th and 8th grade,Some college but no degree
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,Some college but no degree
education,10th grade,Children
education,9th grade,Some college but no degree
education,Less than 1st grade,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,10th grade,11th grade
education,Some college but no degree,Some college but no degree
education,12th grade no diploma,11th grade
education,High school graduate,High school graduate
education,11th grade,High school graduate
education,High school graduate,Children
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,High school graduate
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,11th grade
education,12th grade no diploma,High school graduate
education,Some college but no degree,Some college but no degree
education,Some college but no degree,High school graduate
education,11th grade,5th or 6th grade
education,High school graduate,Some college but no degree
education,Children,5th or 6th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,11th grade,10th grade
education,11th grade,Bachelors degree(BA AB BS)
education,9th grade,Bachelors degree(BA AB BS)
education,10th grade,12th grade no diploma
education,5th or 6th grade,High school graduate
education,High school graduate,Children
education,11th grade,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Some college but no degree,Some college but no degree
education,Some college but no degree,High school graduate
education,Some college but no degree,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,High school graduate,1st 2nd 3rd or 4th grade
education,Some college but no degree,Associates degree-occup /vocational
education,Associates degree-academic program,High school graduate
education,Children,High school graduate
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,Children,Less than 1st grade
education,11th grade,1st 2nd 3rd or 4th grade
education,High school graduate,High school graduate
education,9th grade,5th or 6th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,High school graduate,Some college but no degree
