target,actual,predicted
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,High school,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,High school,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,High school
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,High school,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,High school,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,High school,Not in universe
enrollineduinstlastwk,High school,College or university
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,High school,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,College or university,Not in universe
enrollineduinstlastwk,High school,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,High school,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,College or university
enrollineduinstlastwk,Not in universe,High school
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
enrollineduinstlastwk,Not in universe,Not in universe
