target,actual,predicted
detailedindustryrecode,44,35
detailedindustryrecode,19,22
detailedindustryrecode,29,35
detailedindustryrecode,43,4
detailedindustryrecode,5,4
detailedindustryrecode,4,14
detailedindustryrecode,11,35
detailedindustryrecode,0,44
detailedindustryrecode,9,35
detailedindustryrecode,43,33
detailedindustryrecode,4,41
detailedindustryrecode,40,35
detailedindustryrecode,43,47
detailedindustryrecode,50,35
detailedindustryrecode,36,2
detailedindustryrecode,33,35
detailedindustryrecode,1,35
detailedindustryrecode,0,37
detailedindustryrecode,43,4
detailedindustryrecode,42,4
detailedindustryrecode,0,4
detailedindustryrecode,36,35
detailedindustryrecode,17,4
detailedindustryrecode,18,4
detailedindustryrecode,43,28
detailedindustryrecode,42,35
detailedindustryrecode,45,4
detailedindustryrecode,19,37
detailedindustryrecode,12,35
detailedindustryrecode,0,40
detailedindustryrecode,40,4
detailedindustryrecode,48,41
detailedindustryrecode,42,1
detailedindustryrecode,7,35
detailedindustryrecode,23,25
detailedindustryrecode,39,4
detailedindustryrecode,2,44
detailedindustryrecode,33,40
detailedindustryrecode,43,47
detailedindustryrecode,7,22
detailedindustryrecode,50,41
detailedindustryrecode,16,35
detailedindustryrecode,43,33
detailedindustryrecode,48,35
detailedindustryrecode,35,37
detailedindustryrecode,40,42
detailedindustryrecode,32,22
detailedindustryrecode,47,41
detailedindustryrecode,0,4
detailedindustryrecode,39,8
detailedindustryrecode,23,43
detailedindustryrecode,2,28
detailedindustryrecode,32,41
detailedindustryrecode,37,2
detailedindustryrecode,18,28
detailedindustryrecode,41,42
detailedindustryrecode,27,35
detailedindustryrecode,4,22
detailedindustryrecode,32,33
detailedindustryrecode,4,4
detailedindustryrecode,42,4
detailedindustryrecode,43,33
detailedindustryrecode,40,33
detailedindustryrecode,45,42
detailedindustryrecode,9,41
detailedindustryrecode,24,43
detailedindustryrecode,22,28
detailedindustryrecode,13,22
detailedindustryrecode,31,41
detailedindustryrecode,39,41
detailedindustryrecode,39,41
detailedindustryrecode,34,33
detailedindustryrecode,17,35
detailedindustryrecode,29,4
detailedindustryrecode,19,28
detailedindustryrecode,33,4
detailedindustryrecode,12,1
detailedindustryrecode,34,4
detailedindustryrecode,11,0
detailedindustryrecode,11,12
detailedindustryrecode,25,28
detailedindustryrecode,23,35
detailedindustryrecode,33,43
detailedindustryrecode,41,33
detailedindustryrecode,42,28
detailedindustryrecode,45,14
detailedindustryrecode,33,24
detailedindustryrecode,7,47
detailedindustryrecode,4,2
detailedindustryrecode,4,11
detailedindustryrecode,24,41
detailedindustryrecode,21,35
detailedindustryrecode,37,44
detailedindustryrecode,35,41
detailedindustryrecode,30,1
detailedindustryrecode,45,22
detailedindustryrecode,1,22
detailedindustryrecode,19,4
detailedindustryrecode,4,48
detailedindustryrecode,16,4
detailedindustryrecode,5,35
detailedindustryrecode,2,40
detailedindustryrecode,13,25
detailedindustryrecode,33,1
detailedindustryrecode,38,42
detailedindustryrecode,35,12
detailedindustryrecode,8,12
detailedindustryrecode,33,33
detailedindustryrecode,45,34
detailedindustryrecode,33,11
detailedindustryrecode,43,43
detailedindustryrecode,33,1
detailedindustryrecode,32,41
detailedindustryrecode,36,0
detailedindustryrecode,43,1
detailedindustryrecode,32,40
detailedindustryrecode,24,28
detailedindustryrecode,39,42
detailedindustryrecode,38,28
detailedindustryrecode,41,50
detailedindustryrecode,33,51
detailedindustryrecode,33,33
detailedindustryrecode,1,2
detailedindustryrecode,18,42
detailedindustryrecode,37,37
detailedindustryrecode,15,43
detailedindustryrecode,29,13
detailedindustryrecode,33,11
detailedindustryrecode,14,25
detailedindustryrecode,4,1
detailedindustryrecode,29,41
detailedindustryrecode,35,47
detailedindustryrecode,42,41
detailedindustryrecode,1,14
detailedindustryrecode,21,42
detailedindustryrecode,45,37
detailedindustryrecode,42,5
detailedindustryrecode,4,1
detailedindustryrecode,24,5
detailedindustryrecode,30,14
detailedindustryrecode,41,4
detailedindustryrecode,2,37
detailedindustryrecode,11,4
detailedindustryrecode,36,22
detailedindustryrecode,21,42
detailedindustryrecode,19,29
detailedindustryrecode,24,29
detailedindustryrecode,9,43
detailedindustryrecode,50,28
detailedindustryrecode,42,42
detailedindustryrecode,42,24
detailedindustryrecode,43,33
detailedindustryrecode,43,4
detailedindustryrecode,33,14
detailedindustryrecode,27,37
detailedindustryrecode,33,33
detailedindustryrecode,14,22
