target,actual,predicted
education,Bachelors degree(BA AB BS),High school graduate
education,10th grade,1st 2nd 3rd or 4th grade
education,Children,Children
education,Children,Children
education,7th and 8th grade,High school graduate
education,Children,Children
education,High school graduate,High school graduate
education,7th and 8th grade,9th grade
education,7th and 8th grade,7th and 8th grade
education,7th and 8th grade,9th grade
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,Less than 1st grade,9th grade
education,Bachelors degree(BA AB BS),High school graduate
education,Children,Children
education,7th and 8th grade,High school graduate
education,11th grade,9th grade
education,9th grade,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,Some college but no degree
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,Some college but no degree
education,Doctorate degree(PhD EdD),High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Bachelors degree(BA AB BS),7th and 8th grade
education,12th grade no diploma,7th and 8th grade
education,High school graduate,11th grade
education,Children,Children
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,1st 2nd 3rd or 4th grade,High school graduate
education,High school graduate,11th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,Children,Children
education,5th or 6th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Children,Children
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,10th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Some college but no degree,Children
education,Children,Children
education,High school graduate,Some college but no degree
education,High school graduate,High school graduate
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,12th grade no diploma,1st 2nd 3rd or 4th grade
education,High school graduate,High school graduate
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,Less than 1st grade,High school graduate
education,10th grade,High school graduate
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,9th grade,High school graduate
education,12th grade no diploma,9th grade
education,Some college but no degree,11th grade
education,High school graduate,7th and 8th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,Associates degree-occup /vocational
education,12th grade no diploma,9th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),11th grade
education,Associates degree-occup /vocational,High school graduate
education,High school graduate,11th grade
education,Bachelors degree(BA AB BS),High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,High school graduate,Some college but no degree
education,7th and 8th grade,High school graduate
education,12th grade no diploma,High school graduate
education,Associates degree-academic program,11th grade
education,High school graduate,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,High school graduate
education,11th grade,High school graduate
education,Doctorate degree(PhD EdD),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,11th grade,High school graduate
education,7th and 8th grade,10th grade
education,9th grade,High school graduate
education,Some college but no degree,11th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Some college but no degree,High school graduate
education,9th grade,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,10th grade,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,Less than 1st grade
education,10th grade,High school graduate
education,Some college but no degree,High school graduate
education,7th and 8th grade,Bachelors degree(BA AB BS)
education,Prof school degree (MD DDS DVM LLB JD),9th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,Children,Children
education,Children,Children
education,10th grade,11th grade
education,11th grade,High school graduate
education,Children,Children
education,11th grade,Bachelors degree(BA AB BS)
education,High school graduate,10th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Less than 1st grade,10th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,7th and 8th grade,High school graduate
education,High school graduate,Some college but no degree
education,High school graduate,Less than 1st grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Some college but no degree
education,11th grade,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,11th grade,1st 2nd 3rd or 4th grade
education,Associates degree-academic program,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,Some college but no degree
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,Less than 1st grade,Less than 1st grade
education,Less than 1st grade,9th grade
education,9th grade,Bachelors degree(BA AB BS)
education,High school graduate,Bachelors degree(BA AB BS)
education,Doctorate degree(PhD EdD),9th grade
education,High school graduate,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,9th grade
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,Associates degree-academic program,High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,5th or 6th grade,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,11th grade
education,7th and 8th grade,7th and 8th grade
education,9th grade,High school graduate
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,9th grade,1st 2nd 3rd or 4th grade
education,Associates degree-academic program,High school graduate
education,Children,Children
education,Some college but no degree,11th grade
education,Bachelors degree(BA AB BS),High school graduate
