target,actual,predicted
education,Bachelors degree(BA AB BS),Associates degree-academic program
education,Some college but no degree,Associates degree-academic program
education,High school graduate,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,5th or 6th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Associates degree-academic program
education,Children,9th grade
education,High school graduate,5th or 6th grade
education,Children,7th and 8th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,7th and 8th grade,11th grade
education,Children,Children
education,7th and 8th grade,5th or 6th grade
education,7th and 8th grade,Children
education,5th or 6th grade,High school graduate
education,Less than 1st grade,11th grade
education,11th grade,11th grade
education,9th grade,Associates degree-occup /vocational
education,Associates degree-academic program,Prof school degree (MD DDS DVM LLB JD)
education,9th grade,11th grade
education,11th grade,Children
education,Prof school degree (MD DDS DVM LLB JD),12th grade no diploma
education,Doctorate degree(PhD EdD),Associates degree-academic program
education,12th grade no diploma,Associates degree-academic program
education,Children,Children
education,10th grade,11th grade
education,High school graduate,High school graduate
education,7th and 8th grade,10th grade
education,Children,Children
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,Some college but no degree,Some college but no degree
education,5th or 6th grade,11th grade
education,Masters degree(MA MS MEng MEd MSW MBA),12th grade no diploma
education,Prof school degree (MD DDS DVM LLB JD),Associates degree-academic program
education,Associates degree-occup /vocational,11th grade
education,Children,Children
education,Some college but no degree,10th grade
education,Children,Children
education,Some college but no degree,11th grade
education,High school graduate,Some college but no degree
education,High school graduate,Some college but no degree
education,Bachelors degree(BA AB BS),9th grade
education,11th grade,Some college but no degree
education,9th grade,Prof school degree (MD DDS DVM LLB JD)
education,7th and 8th grade,High school graduate
education,9th grade,9th grade
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,Associates degree-academic program,Some college but no degree
education,10th grade,Children
education,Associates degree-occup /vocational,High school graduate
education,11th grade,9th grade
education,High school graduate,High school graduate
education,7th and 8th grade,Some college but no degree
education,Children,Children
education,Less than 1st grade,High school graduate
education,12th grade no diploma,Prof school degree (MD DDS DVM LLB JD)
education,11th grade,9th grade
education,9th grade,10th grade
education,10th grade,10th grade
education,9th grade,12th grade no diploma
education,Some college but no degree,5th or 6th grade
education,Doctorate degree(PhD EdD),High school graduate
education,Some college but no degree,7th and 8th grade
education,Associates degree-occup /vocational,5th or 6th grade
education,Some college but no degree,Associates degree-occup /vocational
education,Less than 1st grade,7th and 8th grade
education,7th and 8th grade,Children
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,7th and 8th grade,5th or 6th grade
education,Children,Children
education,11th grade,High school graduate
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,Some college but no degree
education,Prof school degree (MD DDS DVM LLB JD),11th grade
education,High school graduate,Some college but no degree
education,10th grade,Some college but no degree
education,Less than 1st grade,5th or 6th grade
education,High school graduate,Associates degree-occup /vocational
education,High school graduate,5th or 6th grade
education,10th grade,10th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Associates degree-academic program
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Less than 1st grade,Bachelors degree(BA AB BS)
education,10th grade,9th grade
education,9th grade,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,7th and 8th grade,Children
education,1st 2nd 3rd or 4th grade,5th or 6th grade
education,High school graduate,Some college but no degree
education,High school graduate,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Bachelors degree(BA AB BS),Associates degree-academic program
education,Some college but no degree,Associates degree-occup /vocational
education,5th or 6th grade,Associates degree-occup /vocational
education,10th grade,9th grade
education,7th and 8th grade,9th grade
education,Some college but no degree,Bachelors degree(BA AB BS)
education,9th grade,9th grade
education,High school graduate,5th or 6th grade
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,10th grade
education,9th grade,7th and 8th grade
education,9th grade,Children
education,10th grade,9th grade
education,Some college but no degree,12th grade no diploma
education,Some college but no degree,10th grade
education,Associates degree-academic program,5th or 6th grade
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,7th and 8th grade,Associates degree-occup /vocational
education,9th grade,10th grade
education,Children,Children
education,High school graduate,Bachelors degree(BA AB BS)
education,Doctorate degree(PhD EdD),10th grade
education,9th grade,Bachelors degree(BA AB BS)
education,11th grade,10th grade
education,12th grade no diploma,10th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,Children,7th and 8th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,11th grade,Children
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,Doctorate degree(PhD EdD),Associates degree-occup /vocational
education,7th and 8th grade,Prof school degree (MD DDS DVM LLB JD)
education,Doctorate degree(PhD EdD),Some college but no degree
education,1st 2nd 3rd or 4th grade,Associates degree-academic program
education,12th grade no diploma,11th grade
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,5th or 6th grade,Some college but no degree
education,Associates degree-occup /vocational,Bachelors degree(BA AB BS)
education,High school graduate,Bachelors degree(BA AB BS)
education,11th grade,10th grade
education,11th grade,Associates degree-occup /vocational
education,Associates degree-occup /vocational,Some college but no degree
education,11th grade,10th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Associates degree-occup /vocational,Bachelors degree(BA AB BS)
education,10th grade,11th grade
education,10th grade,9th grade
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,Associates degree-academic program,Associates degree-occup /vocational
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,1st 2nd 3rd or 4th grade,5th or 6th grade
education,5th or 6th grade,Bachelors degree(BA AB BS)
