target,actual,predicted
detailedindustryrecode,0,4
detailedindustryrecode,45,15
detailedindustryrecode,30,15
detailedindustryrecode,29,15
detailedindustryrecode,4,25
detailedindustryrecode,39,43
detailedindustryrecode,39,15
detailedindustryrecode,43,44
detailedindustryrecode,37,44
detailedindustryrecode,33,31
detailedindustryrecode,0,22
detailedindustryrecode,43,23
detailedindustryrecode,50,22
detailedindustryrecode,34,41
detailedindustryrecode,1,15
detailedindustryrecode,33,41
detailedindustryrecode,0,43
detailedindustryrecode,37,15
detailedindustryrecode,43,4
detailedindustryrecode,9,43
detailedindustryrecode,2,15
detailedindustryrecode,22,15
detailedindustryrecode,17,42
detailedindustryrecode,43,9
detailedindustryrecode,8,37
detailedindustryrecode,19,43
detailedindustryrecode,47,15
detailedindustryrecode,42,41
detailedindustryrecode,18,22
detailedindustryrecode,33,4
detailedindustryrecode,33,4
detailedindustryrecode,43,43
detailedindustryrecode,0,32
detailedindustryrecode,37,44
detailedindustryrecode,48,31
detailedindustryrecode,7,15
detailedindustryrecode,33,29
detailedindustryrecode,25,22
detailedindustryrecode,39,42
detailedindustryrecode,19,22
detailedindustryrecode,33,28
detailedindustryrecode,0,36
detailedindustryrecode,4,37
detailedindustryrecode,50,41
detailedindustryrecode,35,42
detailedindustryrecode,43,44
detailedindustryrecode,43,31
detailedindustryrecode,48,22
detailedindustryrecode,44,15
detailedindustryrecode,40,31
detailedindustryrecode,35,43
detailedindustryrecode,47,31
detailedindustryrecode,33,40
detailedindustryrecode,47,22
detailedindustryrecode,33,43
detailedindustryrecode,40,22
detailedindustryrecode,44,43
detailedindustryrecode,23,29
detailedindustryrecode,0,43
detailedindustryrecode,23,22
detailedindustryrecode,37,33
detailedindustryrecode,40,41
detailedindustryrecode,24,0
detailedindustryrecode,45,41
detailedindustryrecode,33,40
detailedindustryrecode,37,37
detailedindustryrecode,18,4
detailedindustryrecode,11,33
detailedindustryrecode,27,15
detailedindustryrecode,40,9
detailedindustryrecode,29,32
