target,actual,predicted
detailedoccupationrecode,34,2
detailedoccupationrecode,0,11
detailedoccupationrecode,31,2
detailedoccupationrecode,2,2
detailedoccupationrecode,19,40
detailedoccupationrecode,34,26
detailedoccupationrecode,26,2
detailedoccupationrecode,17,2
detailedoccupationrecode,10,34
detailedoccupationrecode,31,19
detailedoccupationrecode,0,0
detailedoccupationrecode,0,40
detailedoccupationrecode,34,11
detailedoccupationrecode,2,12
detailedoccupationrecode,3,26
detailedoccupationrecode,21,2
detailedoccupationrecode,23,12
detailedoccupationrecode,44,2
detailedoccupationrecode,0,19
detailedoccupationrecode,10,12
detailedoccupationrecode,16,12
detailedoccupationrecode,13,2
detailedoccupationrecode,0,40
detailedoccupationrecode,35,0
detailedoccupationrecode,26,29
detailedoccupationrecode,33,29
detailedoccupationrecode,24,26
detailedoccupationrecode,13,26
detailedoccupationrecode,29,36
detailedoccupationrecode,26,27
detailedoccupationrecode,28,2
detailedoccupationrecode,41,40
detailedoccupationrecode,30,2
detailedoccupationrecode,17,29
detailedoccupationrecode,32,40
detailedoccupationrecode,20,19
detailedoccupationrecode,14,2
detailedoccupationrecode,3,8
detailedoccupationrecode,43,40
detailedoccupationrecode,23,19
detailedoccupationrecode,35,2
detailedoccupationrecode,15,2
detailedoccupationrecode,9,12
detailedoccupationrecode,26,33
detailedoccupationrecode,23,19
detailedoccupationrecode,18,11
detailedoccupationrecode,37,40
detailedoccupationrecode,16,0
detailedoccupationrecode,32,31
detailedoccupationrecode,19,19
detailedoccupationrecode,26,44
detailedoccupationrecode,29,19
detailedoccupationrecode,32,27
detailedoccupationrecode,0,27
detailedoccupationrecode,24,11
detailedoccupationrecode,34,46
detailedoccupationrecode,36,44
detailedoccupationrecode,2,11
detailedoccupationrecode,19,27
detailedoccupationrecode,41,11
detailedoccupationrecode,10,0
detailedoccupationrecode,10,33
detailedoccupationrecode,34,27
detailedoccupationrecode,35,19
detailedoccupationrecode,2,29
detailedoccupationrecode,40,27
detailedoccupationrecode,7,29
detailedoccupationrecode,35,26
detailedoccupationrecode,33,8
detailedoccupationrecode,24,21
detailedoccupationrecode,38,0
detailedoccupationrecode,10,37
detailedoccupationrecode,36,26
detailedoccupationrecode,35,12
detailedoccupationrecode,26,16
detailedoccupationrecode,5,40
detailedoccupationrecode,38,29
detailedoccupationrecode,38,40
detailedoccupationrecode,29,0
detailedoccupationrecode,16,29
detailedoccupationrecode,36,12
detailedoccupationrecode,33,13
detailedoccupationrecode,32,29
