target,actual,predicted
education,Children,High school graduate
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Some college but no degree,Bachelors degree(BA AB BS)
education,High school graduate,5th or 6th grade
education,10th grade,Less than 1st grade
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,High school graduate,Children
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Less than 1st grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,High school graduate
education,10th grade,7th and 8th grade
education,9th grade,High school graduate
education,11th grade,10th grade
education,High school graduate,5th or 6th grade
education,Prof school degree (MD DDS DVM LLB JD),Bachelors degree(BA AB BS)
education,Some college but no degree,Some college but no degree
education,Associates degree-occup /vocational,Some college but no degree
education,High school graduate,10th grade
education,Children,9th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,5th or 6th grade
education,High school graduate,Some college but no degree
education,Children,7th and 8th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,1st 2nd 3rd or 4th grade,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,High school graduate,11th grade
education,High school graduate,5th or 6th grade
education,9th grade,Bachelors degree(BA AB BS)
education,5th or 6th grade,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,5th or 6th grade
education,High school graduate,Some college but no degree
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,Some college but no degree,5th or 6th grade
education,High school graduate,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),Bachelors degree(BA AB BS)
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,11th grade,Bachelors degree(BA AB BS)
education,10th grade,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,High school graduate,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,7th and 8th grade,11th grade
education,1st 2nd 3rd or 4th grade,Bachelors degree(BA AB BS)
education,11th grade,10th grade
education,High school graduate,High school graduate
education,Children,9th grade
