target,actual,predicted
education,Some college but no degree,Associates degree-academic program
education,High school graduate,Associates degree-academic program
education,7th and 8th grade,Some college but no degree
education,High school graduate,7th and 8th grade
education,Associates degree-academic program,High school graduate
education,7th and 8th grade,5th or 6th grade
education,Less than 1st grade,7th and 8th grade
education,Bachelors degree(BA AB BS),Children
education,1st 2nd 3rd or 4th grade,1st 2nd 3rd or 4th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,High school graduate
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,Some college but no degree
education,Associates degree-occup /vocational,Associates degree-occup /vocational
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Associates degree-occup /vocational,Associates degree-academic program
education,Children,Less than 1st grade
education,12th grade no diploma,Some college but no degree
education,Some college but no degree,Associates degree-academic program
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Some college but no degree
education,7th and 8th grade,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,Associates degree-academic program,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,Some college but no degree,Some college but no degree
education,Children,12th grade no diploma
education,Some college but no degree,Some college but no degree
education,Children,Children
education,Some college but no degree,Some college but no degree
education,Some college but no degree,Less than 1st grade
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),7th and 8th grade
education,Children,10th grade
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,Some college but no degree,7th and 8th grade
education,High school graduate,High school graduate
education,Associates degree-occup /vocational,7th and 8th grade
education,Some college but no degree,Some college but no degree
education,10th grade,Associates degree-academic program
education,11th grade,Some college but no degree
education,Some college but no degree,High school graduate
education,Children,High school graduate
education,10th grade,Some college but no degree
education,Children,12th grade no diploma
education,High school graduate,High school graduate
education,Children,Children
