target,actual,predicted
education,Children,Children
education,Some college but no degree,Doctorate degree(PhD EdD)
education,High school graduate,5th or 6th grade
education,10th grade,5th or 6th grade
education,Children,Children
education,Some college but no degree,Associates degree-occup /vocational
education,Bachelors degree(BA AB BS),12th grade no diploma
education,Children,Children
education,Children,Children
education,High school graduate,Some college but no degree
education,7th and 8th grade,7th and 8th grade
education,Children,Children
education,Children,Children
education,11th grade,5th or 6th grade
education,High school graduate,5th or 6th grade
education,7th and 8th grade,Children
education,Bachelors degree(BA AB BS),High school graduate
education,9th grade,5th or 6th grade
education,1st 2nd 3rd or 4th grade,10th grade
education,Some college but no degree,12th grade no diploma
education,High school graduate,12th grade no diploma
education,9th grade,5th or 6th grade
education,High school graduate,7th and 8th grade
education,11th grade,9th grade
education,Some college but no degree,5th or 6th grade
education,Associates degree-occup /vocational,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),Associates degree-occup /vocational
education,High school graduate,Associates degree-occup /vocational
education,Associates degree-occup /vocational,12th grade no diploma
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,Associates degree-occup /vocational
education,Bachelors degree(BA AB BS),5th or 6th grade
education,12th grade no diploma,5th or 6th grade
education,High school graduate,Associates degree-occup /vocational
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,9th grade,Associates degree-occup /vocational
education,Children,Children
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,5th or 6th grade
education,Associates degree-academic program,Associates degree-occup /vocational
education,Associates degree-academic program,5th or 6th grade
education,Children,Children
education,Some college but no degree,Some college but no degree
education,Doctorate degree(PhD EdD),Associates degree-occup /vocational
education,5th or 6th grade,7th and 8th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Associates degree-occup /vocational
education,11th grade,9th grade
education,Children,Children
education,Children,Children
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Associates degree-occup /vocational,5th or 6th grade
education,Children,Children
education,10th grade,12th grade no diploma
education,11th grade,12th grade no diploma
