target,actual,predicted
education,Some college but no degree,Associates degree-academic program
education,High school graduate,1st 2nd 3rd or 4th grade
education,Children,Children
education,High school graduate,1st 2nd 3rd or 4th grade
education,Children,Children
education,High school graduate,Children
education,Children,Children
education,High school graduate,Some college but no degree
education,Bachelors degree(BA AB BS),Children
education,7th and 8th grade,Children
education,Associates degree-occup /vocational,High school graduate
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,Children,High school graduate
education,Less than 1st grade,Children
education,11th grade,Associates degree-academic program
education,11th grade,Some college but no degree
education,7th and 8th grade,Children
education,Associates degree-academic program,Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,Children
education,11th grade,9th grade
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,High school graduate
education,Associates degree-occup /vocational,Doctorate degree(PhD EdD)
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,High school graduate,Some college but no degree
education,11th grade,9th grade
education,Children,Children
education,Some college but no degree,Some college but no degree
education,10th grade,Children
education,Associates degree-academic program,Doctorate degree(PhD EdD)
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,9th grade,Associates degree-academic program
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-academic program,Associates degree-academic program
education,Associates degree-academic program,Associates degree-academic program
education,Children,Children
education,11th grade,Children
education,Some college but no degree,Some college but no degree
education,Doctorate degree(PhD EdD),Doctorate degree(PhD EdD)
education,High school graduate,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),Children
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,11th grade,Some college but no degree
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Children,High school graduate
education,10th grade,Some college but no degree
education,High school graduate,Some college but no degree
education,Children,Children
education,7th and 8th grade,5th or 6th grade
education,Children,Prof school degree (MD DDS DVM LLB JD)
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,Associates degree-academic program
education,Children,Children
education,Children,Children
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,11th grade,Associates degree-academic program
education,Associates degree-academic program,High school graduate
education,7th and 8th grade,Some college but no degree
education,High school graduate,Some college but no degree
education,10th grade,Some college but no degree
education,Some college but no degree,7th and 8th grade
education,Bachelors degree(BA AB BS),High school graduate
education,9th grade,Associates degree-academic program
education,Some college but no degree,5th or 6th grade
education,12th grade no diploma,Children
education,Masters degree(MA MS MEng MEd MSW MBA),Children
education,11th grade,5th or 6th grade
education,High school graduate,High school graduate
education,High school graduate,Associates degree-academic program
education,11th grade,Associates degree-academic program
education,High school graduate,5th or 6th grade
education,Bachelors degree(BA AB BS),Associates degree-academic program
education,Children,High school graduate
education,12th grade no diploma,Children
education,10th grade,Children
education,Some college but no degree,Associates degree-academic program
education,Bachelors degree(BA AB BS),9th grade
education,7th and 8th grade,Children
education,High school graduate,High school graduate
education,5th or 6th grade,Prof school degree (MD DDS DVM LLB JD)
education,11th grade,5th or 6th grade
education,Some college but no degree,High school graduate
education,Less than 1st grade,7th and 8th grade
education,11th grade,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,High school graduate
education,9th grade,Children
education,High school graduate,Some college but no degree
