target,actual,predicted
education,Children,7th and 8th grade
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,Children
education,Children,Children
education,High school graduate,High school graduate
education,Associates degree-academic program,High school graduate
education,Associates degree-occup /vocational,Bachelors degree(BA AB BS)
education,7th and 8th grade,7th and 8th grade
education,High school graduate,High school graduate
education,Less than 1st grade,7th and 8th grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),Children
education,9th grade,High school graduate
education,High school graduate,High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,High school graduate,High school graduate
education,High school graduate,High school graduate
education,High school graduate,7th and 8th grade
education,9th grade,7th and 8th grade
education,High school graduate,10th grade
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,Some college but no degree
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),Bachelors degree(BA AB BS)
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Doctorate degree(PhD EdD),Prof school degree (MD DDS DVM LLB JD)
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,12th grade no diploma,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Less than 1st grade
education,High school graduate,High school graduate
education,High school graduate,Children
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,Doctorate degree(PhD EdD),Prof school degree (MD DDS DVM LLB JD)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,10th grade,7th and 8th grade
education,Some college but no degree,Some college but no degree
education,10th grade,7th and 8th grade
education,Some college but no degree,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),7th and 8th grade
education,High school graduate,High school graduate
education,High school graduate,11th grade
education,Bachelors degree(BA AB BS),7th and 8th grade
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,Prof school degree (MD DDS DVM LLB JD),Masters degree(MA MS MEng MEd MSW MBA)
education,Associates degree-academic program,High school graduate
education,Associates degree-occup /vocational,7th and 8th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,11th grade,11th grade
education,11th grade,7th and 8th grade
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Some college but no degree,7th and 8th grade
education,7th and 8th grade,High school graduate
education,High school graduate,High school graduate
education,Some college but no degree,11th grade
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,11th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,12th grade no diploma,9th grade
education,High school graduate,High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Some college but no degree,Bachelors degree(BA AB BS)
education,10th grade,7th and 8th grade
education,Bachelors degree(BA AB BS),7th and 8th grade
education,High school graduate,High school graduate
education,10th grade,11th grade
education,Associates degree-academic program,High school graduate
education,10th grade,High school graduate
education,9th grade,High school graduate
education,7th and 8th grade,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Doctorate degree(PhD EdD)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,9th grade,High school graduate
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Some college but no degree
education,12th grade no diploma,7th and 8th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Doctorate degree(PhD EdD),Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Some college but no degree
education,Bachelors degree(BA AB BS),Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Associates degree-academic program,Some college but no degree
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,Some college but no degree,11th grade
education,Bachelors degree(BA AB BS),High school graduate
education,12th grade no diploma,Some college but no degree
education,Some college but no degree,Some college but no degree
education,11th grade,Some college but no degree
education,Bachelors degree(BA AB BS),Some college but no degree
education,Some college but no degree,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,5th or 6th grade,7th and 8th grade
education,11th grade,9th grade
education,7th and 8th grade,High school graduate
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,Associates degree-occup /vocational
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,7th and 8th grade
education,Some college but no degree,9th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Some college but no degree
education,9th grade,Children
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,1st 2nd 3rd or 4th grade,7th and 8th grade
education,High school graduate,High school graduate
