target,actual,predicted
detailedoccupationrecode,34,19
detailedoccupationrecode,0,26
detailedoccupationrecode,3,19
detailedoccupationrecode,37,19
detailedoccupationrecode,31,26
detailedoccupationrecode,0,0
detailedoccupationrecode,12,19
detailedoccupationrecode,0,26
detailedoccupationrecode,2,19
detailedoccupationrecode,23,36
detailedoccupationrecode,42,26
detailedoccupationrecode,0,0
detailedoccupationrecode,0,26
detailedoccupationrecode,0,0
detailedoccupationrecode,0,0
detailedoccupationrecode,34,26
detailedoccupationrecode,10,19
detailedoccupationrecode,0,26
detailedoccupationrecode,35,0
detailedoccupationrecode,0,29
detailedoccupationrecode,16,19
detailedoccupationrecode,33,36
detailedoccupationrecode,0,0
detailedoccupationrecode,42,0
detailedoccupationrecode,29,26
detailedoccupationrecode,26,36
detailedoccupationrecode,0,26
detailedoccupationrecode,26,19
detailedoccupationrecode,10,26
detailedoccupationrecode,39,29
detailedoccupationrecode,2,19
detailedoccupationrecode,0,29
detailedoccupationrecode,34,36
detailedoccupationrecode,31,0
detailedoccupationrecode,29,0
detailedoccupationrecode,0,0
detailedoccupationrecode,0,29
detailedoccupationrecode,36,36
detailedoccupationrecode,0,29
detailedoccupationrecode,34,26
detailedoccupationrecode,0,0
detailedoccupationrecode,23,36
detailedoccupationrecode,23,29
detailedoccupationrecode,38,36
detailedoccupationrecode,12,19
detailedoccupationrecode,30,26
detailedoccupationrecode,3,26
detailedoccupationrecode,0,36
detailedoccupationrecode,23,36
detailedoccupationrecode,7,19
detailedoccupationrecode,21,36
detailedoccupationrecode,27,36
detailedoccupationrecode,26,36
detailedoccupationrecode,18,36
detailedoccupationrecode,11,19
detailedoccupationrecode,0,36
detailedoccupationrecode,44,36
detailedoccupationrecode,3,2
detailedoccupationrecode,26,19
detailedoccupationrecode,19,19
detailedoccupationrecode,0,26
detailedoccupationrecode,31,36
detailedoccupationrecode,42,0
detailedoccupationrecode,26,19
detailedoccupationrecode,2,19
detailedoccupationrecode,31,19
detailedoccupationrecode,19,26
detailedoccupationrecode,42,19
detailedoccupationrecode,26,0
detailedoccupationrecode,16,36
