target,actual,predicted
majorindustrycode,Finance insurance and real estate,Manufacturing-durable goods
majorindustrycode,Business and repair services,Manufacturing-nondurable goods
majorindustrycode,Not in universe or children,Manufacturing-durable goods
majorindustrycode,Other professional services,Manufacturing-durable goods
majorindustrycode,Wholesale trade,Manufacturing-nondurable goods
majorindustrycode,Retail trade,Retail trade
majorindustrycode,Social services,Manufacturing-nondurable goods
majorindustrycode,Transportation,Manufacturing-durable goods
majorindustrycode,Education,Retail trade
majorindustrycode,Manufacturing-durable goods,Manufacturing-nondurable goods
majorindustrycode,Manufacturing-durable goods,Manufacturing-nondurable goods
majorindustrycode,Construction,Retail trade
majorindustrycode,Manufacturing-durable goods,Retail trade
majorindustrycode,Finance insurance and real estate,Retail trade
majorindustrycode,Agriculture,Manufacturing-durable goods
majorindustrycode,Public administration,Manufacturing-durable goods
majorindustrycode,Not in universe or children,Retail trade
majorindustrycode,Medical except hospital,Retail trade
majorindustrycode,Retail trade,Manufacturing-nondurable goods
majorindustrycode,Transportation,Manufacturing-nondurable goods
majorindustrycode,Education,Retail trade
majorindustrycode,Medical except hospital,Manufacturing-durable goods
majorindustrycode,Other professional services,Manufacturing-nondurable goods
majorindustrycode,Finance insurance and real estate,Retail trade
majorindustrycode,Medical except hospital,Retail trade
majorindustrycode,Education,Manufacturing-durable goods
majorindustrycode,Retail trade,Manufacturing-durable goods
majorindustrycode,Medical except hospital,Manufacturing-nondurable goods
majorindustrycode,Transportation,Retail trade
majorindustrycode,Business and repair services,Retail trade
majorindustrycode,Communications,Retail trade
majorindustrycode,Public administration,Retail trade
majorindustrycode,Entertainment,Retail trade
majorindustrycode,Manufacturing-nondurable goods,Retail trade
majorindustrycode,Retail trade,Retail trade
majorindustrycode,Not in universe or children,Retail trade
majorindustrycode,Education,Retail trade
majorindustrycode,Manufacturing-durable goods,Manufacturing-nondurable goods
majorindustrycode,Public administration,Retail trade
majorindustrycode,Other professional services,Retail trade
majorindustrycode,Finance insurance and real estate,Construction
majorindustrycode,Finance insurance and real estate,Retail trade
majorindustrycode,Social services,Manufacturing-durable goods
majorindustrycode,Not in universe or children,Retail trade
majorindustrycode,Not in universe or children,Construction
majorindustrycode,Medical except hospital,Manufacturing-durable goods
majorindustrycode,Not in universe or children,Retail trade
majorindustrycode,Retail trade,Retail trade
