target,actual,predicted
majoroccupationcode,Precision production craft & repair,Other service
majoroccupationcode,Adm support including clerical,Precision production craft & repair
majoroccupationcode,Precision production craft & repair,Precision production craft & repair
majoroccupationcode,Other service,Other service
majoroccupationcode,Handlers equip cleaners etc,Precision production craft & repair
majoroccupationcode,Technicians and related support,Precision production craft & repair
majoroccupationcode,Not in universe,Other service
majoroccupationcode,Other service,Other service
majoroccupationcode,Not in universe,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Other service
majoroccupationcode,Machine operators assmblrs & inspctrs,Precision production craft & repair
majoroccupationcode,Executive admin and managerial,Other service
majoroccupationcode,Machine operators assmblrs & inspctrs,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Machine operators assmblrs & inspctrs
majoroccupationcode,Handlers equip cleaners etc,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Other service
majoroccupationcode,Sales,Professional specialty
majoroccupationcode,Technicians and related support,Precision production craft & repair
majoroccupationcode,Machine operators assmblrs & inspctrs,Precision production craft & repair
majoroccupationcode,Professional specialty,Other service
majoroccupationcode,Sales,Other service
majoroccupationcode,Precision production craft & repair,Precision production craft & repair
majoroccupationcode,Sales,Precision production craft & repair
majoroccupationcode,Sales,Precision production craft & repair
majoroccupationcode,Transportation and material moving,Precision production craft & repair
majoroccupationcode,Executive admin and managerial,Other service
majoroccupationcode,Professional specialty,Other service
majoroccupationcode,Machine operators assmblrs & inspctrs,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Professional specialty
majoroccupationcode,Professional specialty,Machine operators assmblrs & inspctrs
majoroccupationcode,Machine operators assmblrs & inspctrs,Other service
majoroccupationcode,Transportation and material moving,Precision production craft & repair
majoroccupationcode,Machine operators assmblrs & inspctrs,Other service
majoroccupationcode,Sales,Precision production craft & repair
majoroccupationcode,Protective services,Precision production craft & repair
majoroccupationcode,Professional specialty,Other service
majoroccupationcode,Handlers equip cleaners etc,Machine operators assmblrs & inspctrs
majoroccupationcode,Executive admin and managerial,Other service
majoroccupationcode,Other service,Other service
majoroccupationcode,Precision production craft & repair,Precision production craft & repair
majoroccupationcode,Executive admin and managerial,Precision production craft & repair
majoroccupationcode,Professional specialty,Other service
majoroccupationcode,Sales,Precision production craft & repair
majoroccupationcode,Handlers equip cleaners etc,Machine operators assmblrs & inspctrs
majoroccupationcode,Private household services,Other service
majoroccupationcode,Precision production craft & repair,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Other service
majoroccupationcode,Transportation and material moving,Other service
majoroccupationcode,Other service,Other service
majoroccupationcode,Private household services,Other service
majoroccupationcode,Sales,Other service
majoroccupationcode,Sales,Machine operators assmblrs & inspctrs
majoroccupationcode,Farming forestry and fishing,Precision production craft & repair
majoroccupationcode,Precision production craft & repair,Precision production craft & repair
majoroccupationcode,Other service,Machine operators assmblrs & inspctrs
majoroccupationcode,Transportation and material moving,Precision production craft & repair
majoroccupationcode,Other service,Precision production craft & repair
majoroccupationcode,Handlers equip cleaners etc,Other service
majoroccupationcode,Sales,Professional specialty
majoroccupationcode,Precision production craft & repair,Other service
majoroccupationcode,Adm support including clerical,Other service
majoroccupationcode,Executive admin and managerial,Other service
majoroccupationcode,Handlers equip cleaners etc,Precision production craft & repair
majoroccupationcode,Handlers equip cleaners etc,Precision production craft & repair
majoroccupationcode,Precision production craft & repair,Other service
majoroccupationcode,Not in universe,Other service
majoroccupationcode,Not in universe,Not in universe
majoroccupationcode,Other service,Precision production craft & repair
majoroccupationcode,Adm support including clerical,Other service
majoroccupationcode,Other service,Other service
