target,actual,predicted
detailedindustryrecode,4,4
detailedindustryrecode,0,43
detailedindustryrecode,37,4
detailedindustryrecode,45,4
detailedindustryrecode,32,4
detailedindustryrecode,33,43
detailedindustryrecode,30,4
detailedindustryrecode,19,43
detailedindustryrecode,29,4
detailedindustryrecode,43,4
detailedindustryrecode,5,43
detailedindustryrecode,4,29
detailedindustryrecode,11,4
detailedindustryrecode,0,43
detailedindustryrecode,9,4
detailedindustryrecode,4,43
detailedindustryrecode,43,33
detailedindustryrecode,40,4
detailedindustryrecode,37,4
detailedindustryrecode,33,4
detailedindustryrecode,0,4
detailedindustryrecode,6,4
detailedindustryrecode,43,4
detailedindustryrecode,36,29
detailedindustryrecode,33,4
detailedindustryrecode,34,4
detailedindustryrecode,1,4
detailedindustryrecode,0,43
detailedindustryrecode,19,4
detailedindustryrecode,33,43
detailedindustryrecode,43,4
detailedindustryrecode,43,43
detailedindustryrecode,33,4
detailedindustryrecode,42,4
detailedindustryrecode,36,4
detailedindustryrecode,16,43
detailedindustryrecode,2,4
detailedindustryrecode,41,4
detailedindustryrecode,42,33
detailedindustryrecode,43,33
detailedindustryrecode,35,4
detailedindustryrecode,42,4
detailedindustryrecode,33,4
detailedindustryrecode,8,29
detailedindustryrecode,19,43
detailedindustryrecode,34,4
detailedindustryrecode,47,4
detailedindustryrecode,42,4
detailedindustryrecode,18,4
detailedindustryrecode,33,29
detailedindustryrecode,0,43
detailedindustryrecode,35,43
detailedindustryrecode,40,43
detailedindustryrecode,29,4
detailedindustryrecode,49,4
detailedindustryrecode,37,33
detailedindustryrecode,30,29
detailedindustryrecode,48,4
detailedindustryrecode,42,29
detailedindustryrecode,40,43
detailedindustryrecode,23,4
detailedindustryrecode,33,43
detailedindustryrecode,37,43
detailedindustryrecode,25,4
detailedindustryrecode,0,43
detailedindustryrecode,39,43
detailedindustryrecode,42,4
detailedindustryrecode,2,43
detailedindustryrecode,0,43
detailedindustryrecode,42,4
detailedindustryrecode,43,4
detailedindustryrecode,7,43
detailedindustryrecode,50,4
detailedindustryrecode,16,4
detailedindustryrecode,43,33
detailedindustryrecode,4,43
detailedindustryrecode,48,4
detailedindustryrecode,48,4
detailedindustryrecode,44,29
detailedindustryrecode,0,29
detailedindustryrecode,33,43
detailedindustryrecode,40,4
detailedindustryrecode,35,43
detailedindustryrecode,47,4
detailedindustryrecode,0,43
detailedindustryrecode,42,29
detailedindustryrecode,13,4
detailedindustryrecode,33,33
detailedindustryrecode,35,29
detailedindustryrecode,33,43
detailedindustryrecode,32,4
detailedindustryrecode,39,43
detailedindustryrecode,44,43
detailedindustryrecode,39,4
detailedindustryrecode,31,4
detailedindustryrecode,23,33
detailedindustryrecode,37,4
detailedindustryrecode,0,43
detailedindustryrecode,23,29
detailedindustryrecode,2,43
detailedindustryrecode,37,29
detailedindustryrecode,40,4
detailedindustryrecode,24,43
detailedindustryrecode,32,43
detailedindustryrecode,32,4
detailedindustryrecode,26,4
detailedindustryrecode,4,29
detailedindustryrecode,33,29
detailedindustryrecode,25,43
detailedindustryrecode,43,43
detailedindustryrecode,41,4
detailedindustryrecode,27,4
detailedindustryrecode,11,29
detailedindustryrecode,38,4
detailedindustryrecode,15,4
detailedindustryrecode,45,43
detailedindustryrecode,33,33
detailedindustryrecode,3,33
detailedindustryrecode,4,43
detailedindustryrecode,42,43
detailedindustryrecode,33,4
detailedindustryrecode,43,33
detailedindustryrecode,40,33
detailedindustryrecode,45,4
detailedindustryrecode,50,4
detailedindustryrecode,5,4
detailedindustryrecode,6,4
detailedindustryrecode,43,33
detailedindustryrecode,9,4
detailedindustryrecode,24,33
detailedindustryrecode,8,4
detailedindustryrecode,13,43
detailedindustryrecode,39,4
detailedindustryrecode,34,4
detailedindustryrecode,39,43
detailedindustryrecode,33,29
detailedindustryrecode,17,4
detailedindustryrecode,43,29
detailedindustryrecode,19,43
detailedindustryrecode,33,43
detailedindustryrecode,12,29
detailedindustryrecode,48,43
detailedindustryrecode,44,4
detailedindustryrecode,34,43
detailedindustryrecode,4,43
detailedindustryrecode,37,4
detailedindustryrecode,11,4
detailedindustryrecode,4,43
detailedindustryrecode,25,43
detailedindustryrecode,43,33
detailedindustryrecode,23,4
detailedindustryrecode,36,43
detailedindustryrecode,33,4
detailedindustryrecode,31,4
detailedindustryrecode,44,43
detailedindustryrecode,37,43
detailedindustryrecode,42,43
detailedindustryrecode,45,29
detailedindustryrecode,1,43
detailedindustryrecode,13,4
