target,actual,predicted
detailedoccupationrecode,34,38
detailedoccupationrecode,0,26
detailedoccupationrecode,3,38
detailedoccupationrecode,37,38
detailedoccupationrecode,31,26
detailedoccupationrecode,12,38
detailedoccupationrecode,2,38
detailedoccupationrecode,23,26
detailedoccupationrecode,42,26
detailedoccupationrecode,19,19
detailedoccupationrecode,34,29
detailedoccupationrecode,16,38
detailedoccupationrecode,33,38
detailedoccupationrecode,17,38
detailedoccupationrecode,26,38
detailedoccupationrecode,39,26
detailedoccupationrecode,2,26
detailedoccupationrecode,34,38
detailedoccupationrecode,31,26
detailedoccupationrecode,29,38
detailedoccupationrecode,0,29
detailedoccupationrecode,36,38
detailedoccupationrecode,34,29
detailedoccupationrecode,3,26
detailedoccupationrecode,30,19
detailedoccupationrecode,3,38
detailedoccupationrecode,0,26
detailedoccupationrecode,23,26
detailedoccupationrecode,21,26
detailedoccupationrecode,27,19
detailedoccupationrecode,12,26
detailedoccupationrecode,11,38
detailedoccupationrecode,44,38
detailedoccupationrecode,19,26
detailedoccupationrecode,0,26
detailedoccupationrecode,31,38
detailedoccupationrecode,42,29
detailedoccupationrecode,42,38
detailedoccupationrecode,0,38
detailedoccupationrecode,13,38
detailedoccupationrecode,29,26
detailedoccupationrecode,41,26
detailedoccupationrecode,27,26
detailedoccupationrecode,35,26
detailedoccupationrecode,36,19
detailedoccupationrecode,0,29
detailedoccupationrecode,41,38
detailedoccupationrecode,26,26
detailedoccupationrecode,31,26
detailedoccupationrecode,24,26
detailedoccupationrecode,13,26
detailedoccupationrecode,29,29
detailedoccupationrecode,29,26
detailedoccupationrecode,19,38
detailedoccupationrecode,36,19
detailedoccupationrecode,36,19
detailedoccupationrecode,26,29
detailedoccupationrecode,28,38
detailedoccupationrecode,30,26
detailedoccupationrecode,41,29
detailedoccupationrecode,30,26
detailedoccupationrecode,0,29
detailedoccupationrecode,32,19
detailedoccupationrecode,38,34
detailedoccupationrecode,20,26
detailedoccupationrecode,30,29
detailedoccupationrecode,29,19
detailedoccupationrecode,10,26
detailedoccupationrecode,24,26
detailedoccupationrecode,36,34
detailedoccupationrecode,29,29
detailedoccupationrecode,12,26
detailedoccupationrecode,0,29
detailedoccupationrecode,17,26
detailedoccupationrecode,3,26
detailedoccupationrecode,43,19
detailedoccupationrecode,36,26
detailedoccupationrecode,29,19
detailedoccupationrecode,0,19
detailedoccupationrecode,26,26
detailedoccupationrecode,26,26
detailedoccupationrecode,23,26
detailedoccupationrecode,35,38
detailedoccupationrecode,19,26
detailedoccupationrecode,34,29
detailedoccupationrecode,9,26
detailedoccupationrecode,33,38
detailedoccupationrecode,17,29
detailedoccupationrecode,26,26
detailedoccupationrecode,23,26
detailedoccupationrecode,18,29
detailedoccupationrecode,37,19
detailedoccupationrecode,16,29
detailedoccupationrecode,32,38
detailedoccupationrecode,3,29
detailedoccupationrecode,0,29
detailedoccupationrecode,29,36
detailedoccupationrecode,43,38
detailedoccupationrecode,0,26
detailedoccupationrecode,4,38
detailedoccupationrecode,31,38
detailedoccupationrecode,19,26
detailedoccupationrecode,26,19
detailedoccupationrecode,29,26
detailedoccupationrecode,39,38
detailedoccupationrecode,2,29
detailedoccupationrecode,32,29
detailedoccupationrecode,31,26
detailedoccupationrecode,5,26
detailedoccupationrecode,37,29
detailedoccupationrecode,0,29
detailedoccupationrecode,36,2
detailedoccupationrecode,34,36
detailedoccupationrecode,36,26
detailedoccupationrecode,8,26
detailedoccupationrecode,36,29
detailedoccupationrecode,26,38
detailedoccupationrecode,29,29
detailedoccupationrecode,34,38
detailedoccupationrecode,29,19
detailedoccupationrecode,19,19
detailedoccupationrecode,41,29
detailedoccupationrecode,10,26
