target,actual,predicted
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,Some college but no degree
education,7th and 8th grade,High school graduate
education,Children,Children
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Less than 1st grade,12th grade no diploma
education,11th grade,High school graduate
education,11th grade,High school graduate
education,7th and 8th grade,9th grade
education,11th grade,7th and 8th grade
education,1st 2nd 3rd or 4th grade,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,10th grade,9th grade
education,Some college but no degree,Some college but no degree
education,9th grade,High school graduate
education,11th grade,11th grade
education,High school graduate,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,High school graduate
education,12th grade no diploma,High school graduate
education,Some college but no degree,Some college but no degree
education,High school graduate,7th and 8th grade
education,Children,10th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,10th grade,High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,Associates degree-academic program,High school graduate
education,High school graduate,11th grade
education,5th or 6th grade,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),High school graduate
education,Bachelors degree(BA AB BS),Doctorate degree(PhD EdD)
education,7th and 8th grade,12th grade no diploma
education,High school graduate,High school graduate
education,11th grade,7th and 8th grade
education,Some college but no degree,High school graduate
education,Some college but no degree,Some college but no degree
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,10th grade,7th and 8th grade
education,Some college but no degree,7th and 8th grade
education,Associates degree-occup /vocational,High school graduate
education,High school graduate,Some college but no degree
education,High school graduate,12th grade no diploma
