target,actual,predicted
education,Children,Prof school degree (MD DDS DVM LLB JD)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,Less than 1st grade
education,Some college but no degree,Prof school degree (MD DDS DVM LLB JD)
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Associates degree-academic program,Prof school degree (MD DDS DVM LLB JD)
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,Children
education,11th grade,5th or 6th grade
education,10th grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,Prof school degree (MD DDS DVM LLB JD)
education,9th grade,Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,1st 2nd 3rd or 4th grade
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,Children,Less than 1st grade
education,Some college but no degree,Bachelors degree(BA AB BS)
education,High school graduate,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,11th grade,10th grade
education,Some college but no degree,High school graduate
education,11th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,High school graduate
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,1st 2nd 3rd or 4th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),10th grade
education,12th grade no diploma,1st 2nd 3rd or 4th grade
education,Children,Less than 1st grade
education,Some college but no degree,High school graduate
education,11th grade,Prof school degree (MD DDS DVM LLB JD)
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,Some college but no degree,High school graduate
education,High school graduate,10th grade
education,11th grade,Less than 1st grade
education,Doctorate degree(PhD EdD),Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Associates degree-academic program,1st 2nd 3rd or 4th grade
education,Associates degree-academic program,Some college but no degree
education,Associates degree-academic program,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,Children
education,Bachelors degree(BA AB BS),Doctorate degree(PhD EdD)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,5th or 6th grade,Some college but no degree
education,Some college but no degree,High school graduate
education,11th grade,1st 2nd 3rd or 4th grade
education,High school graduate,10th grade
education,High school graduate,Children
education,1st 2nd 3rd or 4th grade,Children
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,9th grade,High school graduate
education,9th grade,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),Prof school degree (MD DDS DVM LLB JD)
education,Some college but no degree,High school graduate
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,High school graduate,Bachelors degree(BA AB BS)
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,High school graduate
education,10th grade,10th grade
education,High school graduate,High school graduate
education,High school graduate,1st 2nd 3rd or 4th grade
education,11th grade,Prof school degree (MD DDS DVM LLB JD)
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,Some college but no degree
education,High school graduate,Less than 1st grade
education,Associates degree-academic program,10th grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,Prof school degree (MD DDS DVM LLB JD)
education,Some college but no degree,High school graduate
education,Some college but no degree,Less than 1st grade
education,High school graduate,High school graduate
education,10th grade,Some college but no degree
education,Bachelors degree(BA AB BS),1st 2nd 3rd or 4th grade
education,11th grade,Prof school degree (MD DDS DVM LLB JD)
education,9th grade,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,1st 2nd 3rd or 4th grade
education,1st 2nd 3rd or 4th grade,Children
education,High school graduate,Children
education,Some college but no degree,High school graduate
education,9th grade,Prof school degree (MD DDS DVM LLB JD)
education,Associates degree-academic program,High school graduate
education,Associates degree-occup /vocational,1st 2nd 3rd or 4th grade
education,Prof school degree (MD DDS DVM LLB JD),1st 2nd 3rd or 4th grade
education,1st 2nd 3rd or 4th grade,Less than 1st grade
education,High school graduate,High school graduate
education,9th grade,10th grade
education,Some college but no degree,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,5th or 6th grade,Less than 1st grade
education,10th grade,Prof school degree (MD DDS DVM LLB JD)
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,High school graduate
education,12th grade no diploma,Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,1st 2nd 3rd or 4th grade
education,11th grade,1st 2nd 3rd or 4th grade
education,High school graduate,11th grade
education,10th grade,11th grade
education,Associates degree-academic program,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,Bachelors degree(BA AB BS)
education,11th grade,High school graduate
education,10th grade,Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,Some college but no degree
education,Some college but no degree,Some college but no degree
education,7th and 8th grade,Some college but no degree
education,9th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),12th grade no diploma
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Doctorate degree(PhD EdD),Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,1st 2nd 3rd or 4th grade
education,12th grade no diploma,Bachelors degree(BA AB BS)
education,10th grade,High school graduate
education,High school graduate,1st 2nd 3rd or 4th grade
education,Less than 1st grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,High school graduate,Less than 1st grade
education,5th or 6th grade,9th grade
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),1st 2nd 3rd or 4th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Less than 1st grade
education,11th grade,Bachelors degree(BA AB BS)
education,Prof school degree (MD DDS DVM LLB JD),Doctorate degree(PhD EdD)
education,5th or 6th grade,Less than 1st grade
education,Bachelors degree(BA AB BS),High school graduate
education,1st 2nd 3rd or 4th grade,Prof school degree (MD DDS DVM LLB JD)
education,Associates degree-academic program,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,9th grade,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),High school graduate
education,11th grade,Bachelors degree(BA AB BS)
education,Some college but no degree,11th grade
education,High school graduate,Some college but no degree
education,Doctorate degree(PhD EdD),Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,High school graduate
education,High school graduate,11th grade
education,7th and 8th grade,11th grade
education,Some college but no degree,12th grade no diploma
education,High school graduate,High school graduate
education,Associates degree-occup /vocational,Prof school degree (MD DDS DVM LLB JD)
education,Prof school degree (MD DDS DVM LLB JD),1st 2nd 3rd or 4th grade
