target,actual,predicted
education,Some college but no degree,High school graduate
education,High school graduate,Associates degree-academic program
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,Associates degree-academic program,High school graduate
education,7th and 8th grade,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,7th and 8th grade,1st 2nd 3rd or 4th grade
education,5th or 6th grade,5th or 6th grade
education,Less than 1st grade,High school graduate
education,11th grade,Some college but no degree
education,Some college but no degree,Some college but no degree
education,9th grade,High school graduate
education,Some college but no degree,Some college but no degree
education,Associates degree-occup /vocational,Associates degree-academic program
education,High school graduate,High school graduate
education,Some college but no degree,5th or 6th grade
education,Doctorate degree(PhD EdD),Associates degree-academic program
education,Children,7th and 8th grade
education,12th grade no diploma,Some college but no degree
education,Some college but no degree,11th grade
education,Some college but no degree,Associates degree-occup /vocational
education,Some college but no degree,5th or 6th grade
education,High school graduate,Some college but no degree
education,High school graduate,5th or 6th grade
education,High school graduate,Children
education,Some college but no degree,Some college but no degree
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,5th or 6th grade
education,Children,Children
education,Some college but no degree,Some college but no degree
education,Children,10th grade
education,Doctorate degree(PhD EdD),Bachelors degree(BA AB BS)
education,Some college but no degree,Some college but no degree
education,Some college but no degree,7th and 8th grade
education,Children,Children
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,Children,Children
education,11th grade,Associates degree-academic program
education,Children,Some college but no degree
education,Children,High school graduate
education,Some college but no degree,Some college but no degree
education,Some college but no degree,Children
education,Children,High school graduate
education,High school graduate,Some college but no degree
education,Children,Children
education,High school graduate,Some college but no degree
education,Children,12th grade no diploma
education,Children,Children
education,11th grade,12th grade no diploma
education,High school graduate,High school graduate
education,Children,Children
education,Some college but no degree,Associates degree-academic program
education,Bachelors degree(BA AB BS),Some college but no degree
education,Children,Children
education,High school graduate,High school graduate
education,Some college but no degree,High school graduate
education,7th and 8th grade,High school graduate
education,Less than 1st grade,5th or 6th grade
education,High school graduate,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,Some college but no degree,Some college but no degree
education,High school graduate,Some college but no degree
education,Some college but no degree,5th or 6th grade
education,Some college but no degree,Some college but no degree
education,11th grade,5th or 6th grade
education,High school graduate,Doctorate degree(PhD EdD)
education,High school graduate,High school graduate
education,High school graduate,5th or 6th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,Associates degree-academic program,1st 2nd 3rd or 4th grade
education,High school graduate,Associates degree-academic program
education,11th grade,5th or 6th grade
education,10th grade,Children
education,5th or 6th grade,1st 2nd 3rd or 4th grade
education,Some college but no degree,Some college but no degree
education,High school graduate,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,Less than 1st grade,Children
education,12th grade no diploma,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,Associates degree-academic program,High school graduate
education,High school graduate,High school graduate
education,9th grade,Associates degree-academic program
education,High school graduate,Some college but no degree
education,High school graduate,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Some college but no degree
education,High school graduate,Some college but no degree
education,Some college but no degree,Less than 1st grade
education,High school graduate,Some college but no degree
education,Children,Children
education,High school graduate,5th or 6th grade
education,11th grade,Some college but no degree
education,High school graduate,1st 2nd 3rd or 4th grade
education,7th and 8th grade,Children
education,Some college but no degree,Associates degree-academic program
education,Children,Children
education,Some college but no degree,Some college but no degree
education,High school graduate,Associates degree-academic program
education,Children,11th grade
education,Doctorate degree(PhD EdD),Some college but no degree
education,Children,Children
education,Some college but no degree,7th and 8th grade
education,High school graduate,High school graduate
education,10th grade,High school graduate
education,High school graduate,Children
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,7th and 8th grade,Children
education,High school graduate,High school graduate
education,9th grade,5th or 6th grade
education,7th and 8th grade,Children
education,Prof school degree (MD DDS DVM LLB JD),Doctorate degree(PhD EdD)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,7th and 8th grade,5th or 6th grade
education,10th grade,Some college but no degree
education,Some college but no degree,Some college but no degree
education,High school graduate,Children
education,11th grade,Some college but no degree
education,7th and 8th grade,Some college but no degree
education,High school graduate,High school graduate
education,Some college but no degree,Some college but no degree
education,Associates degree-occup /vocational,Some college but no degree
education,High school graduate,Less than 1st grade
education,High school graduate,5th or 6th grade
education,7th and 8th grade,Bachelors degree(BA AB BS)
education,High school graduate,Some college but no degree
education,10th grade,1st 2nd 3rd or 4th grade
education,Children,Doctorate degree(PhD EdD)
education,12th grade no diploma,Associates degree-academic program
education,Less than 1st grade,5th or 6th grade
education,High school graduate,5th or 6th grade
education,Less than 1st grade,5th or 6th grade
education,Children,Children
education,High school graduate,High school graduate
education,7th and 8th grade,High school graduate
education,Associates degree-occup /vocational,Doctorate degree(PhD EdD)
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Associates degree-academic program
education,Some college but no degree,Some college but no degree
education,Some college but no degree,Less than 1st grade
education,Children,Bachelors degree(BA AB BS)
education,Children,Children
education,Children,High school graduate
education,5th or 6th grade,5th or 6th grade
education,10th grade,Associates degree-occup /vocational
education,Bachelors degree(BA AB BS),Prof school degree (MD DDS DVM LLB JD)
education,High school graduate,High school graduate
education,9th grade,Some college but no degree
education,Children,Bachelors degree(BA AB BS)
education,7th and 8th grade,Associates degree-academic program
education,Children,10th grade
education,Children,Some college but no degree
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,Bachelors degree(BA AB BS)
education,Doctorate degree(PhD EdD),High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,High school graduate
education,High school graduate,Some college but no degree
education,High school graduate,Some college but no degree
education,High school graduate,Less than 1st grade
education,Children,High school graduate
education,9th grade,Some college but no degree
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,1st 2nd 3rd or 4th grade,10th grade
education,5th or 6th grade,5th or 6th grade
education,High school graduate,Children
education,Some college but no degree,Children
education,High school graduate,5th or 6th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,High school graduate,Associates degree-academic program
education,Children,7th and 8th grade
education,5th or 6th grade,Prof school degree (MD DDS DVM LLB JD)
education,10th grade,Some college but no degree
education,Children,High school graduate
education,High school graduate,High school graduate
education,Doctorate degree(PhD EdD),Doctorate degree(PhD EdD)
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Children,Children
education,Children,Children
education,Children,Children
education,Some college but no degree,Bachelors degree(BA AB BS)
education,9th grade,Some college but no degree
education,Some college but no degree,Associates degree-academic program
education,5th or 6th grade,5th or 6th grade
education,Bachelors degree(BA AB BS),Doctorate degree(PhD EdD)
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Some college but no degree,Associates degree-occup /vocational
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Children,Doctorate degree(PhD EdD)
education,Masters degree(MA MS MEng MEd MSW MBA),Associates degree-academic program
education,Bachelors degree(BA AB BS),Doctorate degree(PhD EdD)
education,Children,Children
education,High school graduate,High school graduate
education,9th grade,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,5th or 6th grade,5th or 6th grade
education,High school graduate,Children
education,Bachelors degree(BA AB BS),Bachelors degree(BA AB BS)
education,Children,5th or 6th grade
education,Children,7th and 8th grade
education,9th grade,Children
education,9th grade,High school graduate
education,Bachelors degree(BA AB BS),Some college but no degree
education,10th grade,10th grade
education,Associates degree-occup /vocational,Some college but no degree
education,High school graduate,Some college but no degree
education,Children,Children
education,Some college but no degree,Some college but no degree
education,12th grade no diploma,Some college but no degree
education,Associates degree-occup /vocational,High school graduate
