index,target,mcc
11,migrationcodechangeinmsa,0.7066081467452284
11,migrationcodemovewithinreg,0.685801019484857
7,detailedindustryrecode,0.7531761504977175
7,liveinthishouse1yearago,0.9995142873547403
7,majorindustrycode,0.9774760413733548
7,migrationcodechangeinmsa,0.7386536587317266
7,migrationcodechangeinreg,0.9233037980632179
7,migrationcodemovewithinreg,0.9965551396434944
7,migrationprevresinsunbelt,0.9498600672442541
7,regionofpreviousresidence,0.9658537314975043
7,veteransbenefits,0.7627505949982484
8,citizenship,0.8078160838360792
8,countryofbirthfather,0.6999228911589289
8,countryofbirthmother,0.6904673910408252
8,countryofbirthself,0.8761636661941612
8,detailedhouseholdandfamilystat,0.839263292341937
8,detailedhouseholdsummaryinhousehold,0.98143381131132
8,hispanicorigin,0.6571038861770374
8,taxfilerstat,0.6131645453632211
15,memberofalaborunion,0.7315972219673437
15,migrationcodechangeinmsa,0.6957422390413361
15,migrationcodechangeinreg,0.8911943052819897
15,migrationcodemovewithinreg,0.9999999999999999
15,migrationprevresinsunbelt,0.9533167789199534
15,regionofpreviousresidence,0.9961633158361115
12,detailedhouseholdandfamilystat,0.7195464648396046
12,detailedhouseholdsummaryinhousehold,0.9916200110734377
12,familymembersunder18,0.691335563068612
5,detailedhouseholdandfamilystat,0.8498577452770081
5,detailedhouseholdsummaryinhousehold,0.9927837726860014
5,familymembersunder18,0.6821925111197903
5,maritalstat,0.60935056807995
5,taxfilerstat,0.6797874901139384
14,fillincquestionnaireforveteransadmin,0.8820191035205045
14,liveinthishouse1yearago,0.9744362734249769
14,migrationcodechangeinreg,0.699888600672296
14,migrationcodemovewithinreg,0.9855795865368259
9,familymembersunder18,0.6709939117374255
10,liveinthishouse1yearago,0.9986031229424143
10,migrationcodechangeinmsa,0.7001421184653837
10,migrationcodechangeinreg,0.8817246208574642
10,migrationcodemovewithinreg,0.8734463829078427
4,classofworker,0.624673365047685
4,detailedhouseholdandfamilystat,0.8775514571169569
4,detailedhouseholdsummaryinhousehold,0.9804338841850293
4,detailedindustryrecode,0.7938835794627795
4,detailedoccupationrecode,0.6424352963875021
4,familymembersunder18,0.7952215011887662
4,majorindustrycode,0.9717594149376126
4,majoroccupationcode,0.966601980280867
4,taxfilerstat,0.67319554607003
16,detailedhouseholdandfamilystat,0.7352386850112
16,detailedhouseholdsummaryinhousehold,0.9606640163289651
16,detailedindustryrecode,0.7753083106774117
16,detailedoccupationrecode,0.6202868632977857
16,majorindustrycode,0.9735599305343517
16,majoroccupationcode,0.9804366638873645
16,regionofpreviousresidence,0.8974958752577396
6,citizenship,0.8050518204031074
6,countryofbirthfather,0.6617576623036534
6,countryofbirthmother,0.6539091562957542
6,countryofbirthself,0.8848175062667051
6,hispanicorigin,0.611248505479525
6,migrationcodechangeinmsa,0.6711750803331867
6,migrationcodechangeinreg,0.896910437282404
6,migrationcodemovewithinreg,0.978811520720425
